Dept,ClassNum,SectionNum,Units,StartTime,EndTime,Days,SeatsTaken,SeatsTotal,Professor,ClassCode,ClassMode,Desc
PHIL,133,01,3,1330,1445,TR,63,64,J Stemwedel,41198,In Person,Ethics in Science
ART,024,06,3,1200,1450,MW,24,24,S O'Dell,48949,In Person,Drawing I
EE,284,01,3,1630,1745,MW,67,80,N Mir,40491,In Person,Voice & Data Net
MICR,101,16,0,1030,1320,TR,18,16,I Cheng,43659,In Person,Gen Microbiology
PHIL,104,81,3,TBA,,TBA,30,25,C Phan,47453,Online Only - TBA Mtg Pat,Asian Philosophy
UNVS,101,02,0,1800,1950,T,40,34,M McNeil,49643,In Person,Leadership
GEOL,111,81,3,TBA,,TBA,23,37,J Oberdorfer,47347,Online Only - TBA Mtg Pat,Geol and Envir
PHYS,002B,23,0,0900,1150,F,18,18,N Adham,45340,In Person,Fund of Physics
BOT,186,01,2,TBA,,TBA,0,10,,40719,In Person,Senior Thesis
MATH,163W,02,1,1500,1745,T,11,25,M Bremer,50773,In Person,Prob Workshop
CHEM,298,08,1,TBA,,TBA,1,5,B Stone,45298,In Person,Research
CS,152,01,3,1030,1145,TR,21,30,J Pearce,47407,In Person,Progrmng Paradigms
BUS5,141B,01,3,1330,1445,MW,16,40,Y Wu,48324,In Person,Trans & Log Mgt
ENGL,050,01,3,1030,1145,MW,30,30,A Eastwood,43393,In Person,Lit Survey before 1680
FORL,200,01,3,1800,2045,T,7,15,R Ramirez,44968,In Person,Grad Research & Writing
ENGR,100W,59,3,1800,1850,MW,29,22,D Haley,50640,In Person,Engr Reports
BIOL,215,01,3,1200,1250,MWF,7,18,T Abramson,50669,In Person,Sem Adv Genetics
NURS,147A,07,2,0800,1400,W,0,9,,44700,In Person,Mental Health Clin
MS,135,02,0,TBA,,TBA,0,15,N Welschmeyer,46393,In Person,Physio Eco Mar Alg
CMPE,275,02,3,1800,2045,M,40,60,J Gash,42648,In Person,Enterprise App Dev
SCWK,298A,02,3,1500,1745,M,14,15,N Dubus,46644,In Person,Special Study A
SOCI,162,01,3,1630,1745,MW,40,40,W Armaline,43788,In Person,Race/Ethnic Rels
LING,101,01,3,1630,1745,MW,12,25,C Donlay,49141,In Person,Intro to Ling
BIOL,186,23,4,TBA,,TBA,0,15,,48072,In Person,Senior Thesis
ANI,198,03,3,0830,1410,F,19,20,R Coelho,42463,In Person,Senior Seminar ANI
ENGL,001B,04,3,1030,1145,MW,25,25,J Damm,42430,In Person,Argument and Analysis
DSIT,110,01,3,0800,1450,F,15,25,E Pries,43685,In Person,Capstone Thesis
PHIL,111,01,3,1200,1315,MW,14,35,M Jordan,47691,In Person,Medical Ethics
HIST,170S,01,3,1330,1445,TR,30,28,P Hill,49109,In Person,Topics Am History
BIOL,030,16,0,1030,1320,T,23,22,T Mok,42895,In Person,Biology I
BIOL,021,18,0,TBA,,TBA,22,24,S Cargill,40076,In Person,Human Biology
GEOL,298,17,1,TBA,,TBA,0,5,,42816,In Person,Research
NUFS,298,20,2,TBA,,TBA,0,10,K Mauldin,41673,In Person,Special Studies
MATH,042,01,3,1030,1145,MW,32,35,R Kubelka,48608,In Person,Discrete Math
SE,180,01,1,TBA,,TBA,0,15,,49673,In Person,Individual Studies
BUS4,119B,01,3,0900,1015,TR,27,45,R Sessions,44893,In Person,Bus Strat Info Sys
ENGL,281,01,4,1600,1845,T,9,16,A Johnson,47688,In Person,Special Topics
JOUR,140A,03,3,1330,1445,MTWR,13,20,D Guerrazzi,43626,In Person,StuMedProd:Update
KIN,014A,06,1,1230,1420,F,43,40,M Pascal-Gonzales,48499,In Person,Begin Volleyball
PHIL,293,01,3,1800,2045,W,13,20,N Friedman-Biglin,48015,In Person,Sem Logic
AVIA,141,02,3,1300,1545,F,51,40,D Wood,50656,In Person,Hum Fact Avia Envirn
BME,180,01,1,TBA,,TBA,4,30,,50628,In Person,Individual Studies
PHYS,051,11,0,0900,1150,M,18,16,D Olson,41859,In Person,General Physics
INFO,256,01,3,TBA,,TBA,33,35,D de Lorenzo,42318,Online Only - TBA Mtg Pat,Archv  & Mnscpt
DSGD,141,01,3,1500,1750,TR,23,25,J Miller,42472,In Person,3D B& P Design
ENVS,187,01,4,1330,1445,MW,18,20,M Klock,49114,In Person,Environ Restor
CMPE,110,06,0,1900,2150,W,26,25,J Ghofraniha,49088,In Person,Electronics Comp
DANC,198,01,1,TBA,,TBA,0,10,H Cooper,40136,In Person,Dance Internship
HIST,015,02,3,1500,1615,TR,108,119,R Cirivilleri,43047,In Person,Esntl US History
MATH,042,05,3,1030,1145,TR,40,40,M Campisi,48612,In Person,Discrete Math
PHYS,050W,03,1,0930,1120,T,19,20,K Darnell,40987,In Person,Physics Workshop
BUS1,120B,02,3,1030,1145,MW,24,42,E Huerta Espinosa,47147,In Person,Adv Ais & Risk Assess
RELS,104,80,3,TBA,,TBA,0,25,C Phan,49385,Online Only - TBA Mtg Pat,Asian Philosophy
BIOL,065,15,0,1100,1230,TR,35,30,K Thompson,42177,In Person,Human Anatomy
BIOL,066,28,0,1030,1320,W,24,24,K Wirth,44553,In Person,Human Physiology
GEOL,008,02,3,1330,1445,TR,63,63,B Buerer,43997,In Person,Age of Dinosaurs
LLD,100WB,05,3,1500,1615,MW,24,25,S Stranahan,45923,In Person,Wrtg Wrkshp Bsns Stdnts
NUFS,163,08,3,1030,1145,MW,9,32,A Bloom,48758,In Person,Phys Fit + Nutrit
POLS,004,01,3,1500,1615,MW,40,45,S Pinnell,44884,In Person,Intro Intl Rel
CMPE,133,01,3,1800,2045,W,57,60,I Eswar,48971,In Person,Soft Eng II
PKG,120,01,3,0930,1110,F,16,15,X Liu,45607,In Person,Artios CAD for PKG
KIN,185,05,1,0930,1020,R,26,20,L Wilkin,44191,In Person,Senior Seminar
AE,173,01,3,1630,1745,MW,24,30,S Swei,45139,In Person,UAV Deisgn
PSYC,190,02,3,1330,1445,MW,23,22,A Caffrey,48851,In Person,Curr Iss Capstone
BOT,299,04,4,TBA,,TBA,0,10,,40799,In Person,Masters Thesis
MUSC,010A,04,3,1330,1445,TR,68,65,R Sacolick,43243,In Person,Music Appreciation
NUFS,114A,01,3,0730,0845,MW,26,45,K Harvey,46453,In Person,"Comm Nutrition, Majors"
ME,020,06,0,1330,1615,R,26,25,L Fahey,44409,In Person,Design & Graphics
BUS,298,10,3,TBA,,TBA,0,25,,44173,In Person,Master's Project
HS,169,01,3,1030,1145,MW,8,30,M Crockett,49323,In Person,Divrsty/Stress/Hlth
MATE,025,03,3,0900,1015,MW,40,50,S KC,45868,In Person,Intro to Materials
CE,170,06,0,1330,1615,W,15,12,U Ndon,44407,In Person,Prin Environ Engr
EDCO,180,06,2,1800,1950,T,9,25,M Lu,50327,In Person,Individual Studies
NUFS,111,01,3,0900,1040,T,39,40,J Kubota,46422,In Person,Fdserv Prod Mgmt
ANTH,149,01,3,1630,1745,MW,28,40,A Faas,41001,In Person,Ethnographic Meth
ATH,026S,01,1,TBA,,TBA,2,40,,40044,In Person,Skl Dvlp Ten-Wo
METR,298,33,3,TBA,,TBA,0,5,,41131,In Person,Research
BUS3,160,22,3,1200,1315,TR,44,45,E Mattarelli,49196,In Person,Fund Mgmt & Org Beh
KIN,169,01,3,1030,1145,MW,23,30,M Crockett,48643,In Person,Divrsty/Stress/Hlth
ENGR,157SL,03,3,1500,1745,W,0,27,A Pulos,50229,In Person,Comm Action & Serv
MATH,221A,01,3,0900,1015,MW,9,20,J Schettler,42575,In Person,Higher Algebra I
ENGL,001A,62,3,1500,1615,MW,23,23,E Rosser,44175,In Person,First Year Writing
POLS,002,03,3,1500,1615,TR,24,45,M Ordonez Astete,50565,In Person,Intro Comp Pol
BUS5,140,11,3,1800,2045,T,45,45,J Song,44799,In Person,Fund of Oper Mgmt
LLD,100A,13,3,1500,1615,TR,21,22,C Boyd,50554,In Person,Writing Competency
PADM,281,01,3,1800,2045,R,2,5,G Percival,45271,In Person,Pub Adm Internship
ME,195A,02,3,1330,1615,W,18,30,R Yee,44344,In Person,Sr Dsgn Project I
NUFS,116,01,3,1500,1745,R,39,40,C Haas,48737,In Person,Aging and Nutr
BIOL,021,13,0,TBA,,TBA,24,24,S Cargill,40071,In Person,Human Biology
SCWK,298A,06,3,1500,1745,T,13,15,K Lemon,46648,In Person,Special Study A
PSYC,120,21,0,1030,1230,M,25,24,J Citron,40978,In Person,Adv Res Meth & Des
SOCI,181,41,4,TBA,,TBA,0,3,,40664,In Person,Service Internship
PHYS,002B,14,0,0900,1150,T,18,18,S Morgan,40304,In Person,Fund of Physics
LING,022,03,3,1200,1315,TR,25,25,C Sandy,44276,In Person,Lang across Life
MS,298,54,4,TBA,,TBA,0,25,,42056,In Person,Resrch Mar Sci
MUSC,181,01,1,1230,1320,TR,7,100,J Selmer,40193,In Person,Concert Listening II
ENGL,298,02,2,TBA,,TBA,0,3,R McNabb,42577,In Person,Special Study
AE,020,03,0,1800,2050,T,29,30,R Benzio,46458,In Person,CAD for AEs
HIST,015,04,3,0900,1015,TR,49,48,R Cirivilleri,43048,In Person,Esntl US History
SCWK,202,02,3,1230,1515,F,26,30,G Thomas,43765,In Person,Soc Policy and Services
BIOL,021,15,0,TBA,,TBA,25,24,S Cargill,40073,In Person,Human Biology
MATH,1001S,06,1,1300,1350,TR,17,28,T Hsu,49059,In Person,MATH 01 Support
MATH,131B,02,3,0900,1015,MW,12,25,T Hsu,46481,In Person,Intro to Rl Variab
CS,046A,15,0,1100,1345,F,32,30,K O'Brien,47578,In Person,Intro to Progrmng
BUS2,190,02,3,1630,1745,MW,44,45,M Madadi,42989,In Person,Quant Bus Analysis
ENGR,157SL,01,3,1500,1745,M,0,27,K Cole,49486,In Person,Comm Action & Serv
HS,001,09,3,1330,1445,MW,33,30,M McCarthy,45911,In Person,Understand Health
KIN,180,03,3,TBA,,TBA,0,10,,43065,In Person,Independent Study
JS,132,01,3,1330,1445,TR,44,44,J DiSalvo,45833,In Person,Race Gender Ineqlt
BIOL,020,12,0,1030,1320,T,20,20,S Spurlin,42423,In Person,Ecol Biol
ENGL,001A,09,3,0900,1015,MW,24,23,B Nobleman,42353,In Person,First Year Writing
KIN,264,01,3,1600,1845,W,7,15,T Butryn,48654,In Person,Sport Sociology
BIOL,297,47,4,TBA,,TBA,0,15,,47000,In Person,Grad Research
MICR,298,03,2,TBA,,TBA,0,10,,40733,In Person,Research
SCWK,120,03,3,1200,1445,R,22,24,C Burkett,44953,In Person,Soc SW Practice I
ENGL,001AF,07,3,0900,1015,TR,21,22,K Schwartz,44851,In Person,FYW: Stretch English I
METR,179,04,1,1030,1120,M,3,12,S Chiao,50151,In Person,Topics in Senior Thesis
PSYC,243,01,3,TBA,,TBA,12,0,A Prins,42449,In Person,Field Wk in Psych
ZOOL,180,01,1,TBA,,TBA,0,10,,40805,In Person,Individual Studies
MATH,018AW,05,1,1200,1315,MW,28,28,H Katsuura,50336,In Person,Coll Algebra Wkshp
INFO,200,01,3,TBA,,TBA,33,35,Z Liu,42293,Online Only - TBA Mtg Pat,Inf. Comm
KIN,023A,02,1,1230,1420,R,24,20,N Fraire,41502,In Person,Begin Archery
PSYC,155,02,3,1030,1145,MW,42,40,S Del Chiaro,41940,In Person,Human Learning
MUSC,025A,01,1,0930,1020,TR,18,30,A Kolesar,50499,In Person,Piano Proficiency
SPAN,298,01,1,TBA,,TBA,1,1,A Long,42766,In Person,Special Study
BUS,298I,02,1,TBA,,TBA,0,3,,46835,In Person,Applied Bus Intern
ME,101,06,3,1500,1615,MW,24,25,P Boylan-Ashraf,44220,In Person,Dynamics
PHIL,066,03,3,1500,1615,MW,45,45,T Leddy,43887,In Person,Intro Aesthetics
BIOL,115,14,0,1200,1250,F,21,22,F Farah,44601,In Person,General Genetics
SOCI,281,11,1,TBA,,TBA,0,2,,40673,In Person,Internship in Soc
ENGL,001A,17,3,0900,1015,MW,23,23,A Stdennis,42397,In Person,First Year Writing
TA,010,81,3,TBA,,TBA,40,40,S Anderson,45718,Online Only - TBA Mtg Pat,Theatre Apprecia
LLD,280,01,3,1630,1745,TR,12,15,D Malinowski,40156,In Person,Methods TESOL
KIN,157,03,0,1230,1420,MW,21,20,S Rosales,43166,In Person,Physiological Assessment
ME,280,01,3,1930,2045,MW,29,35,N Hemati,43262,In Person,Auto Control Engr
NUFS,299,11,2,TBA,,TBA,0,10,C LaSalle,40873,In Person,Mas Thesis or Proj
METR,171A,02,0,1430,1520,MWR,5,12,P Brown,42706,In Person,Wx Anal & Fcstg
METR,298,10,1,TBA,,TBA,0,5,,40742,In Person,Research
INFO,295,01,3,TBA,,TBA,11,30,M Harlan,42329,Online Only - TBA Mtg Pat,Sch Libr Fieldwork
KIN,046A,02,1,1030,1120,MW,32,40,B Ayers Jr,48546,In Person,Beg Social Dance
BUS2,139,01,3,1200,1315,TR,28,45,K Gehrt,42483,In Person,Marketing Manage
INFO,220,01,2,TBA,,TBA,6,35,S Aber,47446,Online Only - TBA Mtg Pat,Rsc & Info Prof & Disc
FS,162,02,0,0900,1130,R,34,36,M Juno,44227,In Person,FS Applications
NUFS,139,09,3,1200,1445,F,22,30,A Gossard,41164,In Person,Hunger & Environ Nutr
SCWK,130,03,3,0900,1145,R,20,24,S House,44954,In Person,Hm Bhvr Soc Envt I
BIOL,125,03,2,1430,1720,MW,9,24,I Chire,44611,In Person,Sys Phys Lab
BIOL,180,02,1,TBA,,TBA,6,15,C Ouverney,41445,In Person,Indiv Studies
KIN,040A,02,2,1330,1450,TR,13,30,C Seymour,49496,In Person,Tpcs Modern Dance l
ME,111,01,3,1330,1445,MW,48,50,D Abdollahian,42632,In Person,Fluid Mech
RELS,180,04,4,TBA,,TBA,0,1,J Rycenga,48210,In Person,Indiv Studies
COMM,124P,01,4,0900,1015,M,27,25,K Williams,40772,2 Pat - Mtg Pat & TBA (See Class Note),Comm Training & Dev
EE,281,01,3,1630,1745,TR,32,40,J Ponniah,45674,In Person,Internetworking
ENGL,001A,61,3,1500,1615,MW,23,23,M Dowdy,44928,In Person,First Year Writing
PHYS,049,01,3,1200,1315,TR,29,30,O Hubickyj,41531,In Person,Intro to Physics
JS,100W,04,3,0900,1015,TR,26,27,H Peterson,46409,In Person,Writing Workshop
ME,157,01,3,1030,1145,MW,53,45,R Yee,44081,In Person,Mech System Design
PHIL,134,83,3,TBA,,TBA,42,42,E Sonnier,47723,Online Only - TBA Mtg Pat,"Computers, Ethics, Society"
BUS4,091L,06,1,1500,1615,M,45,45,M Splane,44876,In Person,Comp Tools for Bus
ME,295B,01,3,TBA,,TBA,0,10,R Agarwal,41053,In Person,ME Project II
PHYS,052,02,4,1500,1615,MW,38,45,A Hatzikoutelis,41879,In Person,General Physics
GEOL,184,01,1-3,TBA,,TBA,0,0,,40145,In Person,Directed Reading
ENGL,022,80,3,TBA,,TBA,44,40,T Nathanael,47406,Online Only - TBA Mtg Pat,Fantasy Science Fic
JPN,001A,04,4,1230,1410,TR,30,30,M Uryu,43912,In Person,Elem Japanese
MCOM,180,03,3,TBA,,TBA,10,30,P Johnson,43494,In Person,Independent Study
ME,041,16,1,1330,1615,W,16,24,A Rossetti,49309,In Person,Mach Shop Safety
PHYS,002A,15,0,1630,1850,MW,20,20,N Tyagi,40220,In Person,Fund of Physics
ENVS,193,12,6,TBA,,TBA,1,5,B Olszewski,50070,In Person,Supr Proj & Res
KIN,038,05,1,1330,1420,MW,32,30,R Pacitto,45549,In Person,Begin Jogging
DSIT,101,02,0,1600,1750,MW,19,25,M Medved,43169,In Person,Arch. Systems
KIN,158,01,3,0800,0850,TR,100,100,L Jin,41158,In Person,Biomechanics
BIOL,021,29,0,TBA,,TBA,11,24,S Cargill,43651,In Person,Human Biology
EE,097,03,1,1330,1615,T,20,20,K Ghadiri,41697,In Person,Intro EE Lab
PHIL,190,80,3,TBA,,TBA,13,25,B Mou,48110,Online Only - TBA Mtg Pat,Sem Phil Classics
SE,163,01,3,1800,2045,R,0,45,H Li,49492,In Person,Intro CG & AR
ENGR,010,13,0,0900,1145,F,21,22,S Sepka,41847,In Person,Intro to Engr
ISE,299,01,1,TBA,,TBA,0,25,,47217,In Person,Masters Thesis
PHYS,180,01,3,TBA,,TBA,1,1,C Smallwood,40457,In Person,Indiv Studies
BIOL,054,02,3,0730,0845,TR,67,60,N Balabanian,44242,In Person,Human Understanding
NUFS,299,08,2,TBA,,TBA,1,10,J Kubota,40604,In Person,Mas Thesis or Proj
PSYC,191,03,3,1500,1615,TR,36,35,N Rattan,40970,In Person,Psych of Prejudice
JS,114,80,3,TBA,,TBA,35,35,S Ghatak,45947,Online Only - TBA Mtg Pat,Research Method JS
LING,162,01,3,1330,1445,MW,22,25,K Moore,41812,In Person,Intro Morphology
AAS,180,01,1-4,TBA,,TBA,0,0,,43885,In Person,Individual Studies
PHIL,186,14,3,0930,1215,F,22,45,J Wilhelmsson,48006,In Person,Prof & Bus Ethics
GEOL,174,01,3,1800,2045,T,4,45,J Oberdorfer,49252,In Person,Hazardous Materials
NURS,146A,02,2,1500,2100,T,9,10,C Weng,44676,In Person,Peds Clinical
AFAM,165,01,4,1330,1445,TR,1,30,K Norris,49546,In Person,Topics Ethnic Lit
PHIL,057,04,3,1030,1145,TR,43,40,N Osborne,41049,In Person,Logic & Crit Reas
COMM,190,03,3,TBA,,TBA,0,5,J Morrison,41393,In Person,Act Proj in Speech
PHIL,010,81,3,TBA,,TBA,31,35,J Cardoza-Kon,47434,Online Only - TBA Mtg Pat,Intro to Phil
AVIA,190,01,3,0900,1015,MW,29,24,T Spence,43231,In Person,Senior Capstone
NURS,147B,07,3,0800,1700,W,12,12,D Canham,43602,In Person,Com Hlth Clin
TECH,065,03,3,1030,1120,MW,31,30,R Grotegut,48926,In Person,Netwrk Theory/Appl
SOCS,177,01,3,1330,1445,TR,3,35,M Alaniz,49649,In Person,Soci Education
SOCI,116,80,3,TBA,,TBA,37,40,M Rokni,47941,Online Only - TBA Mtg Pat,Global Society
CS,046B,13,0,1400,1645,F,29,30,P Heller,47584,In Person,Intro to Data Strc
ENGL,120,01,3,0900,1015,MW,2,30,K Brandt,49586,In Person,Theatre History
EE,198A,01,1,1000,1245,F,13,15,P Hsu,45893,In Person,EE Sr Dsgn Proj I
MATH,143M,02,3,1030,1145,MW,22,25,M Saleem,48602,In Person,Num Analy Sci Comp
KIN,286,01,1,TBA,,TBA,0,10,,42215,In Person,Independent Study
CHEM,180,24,1,TBA,,TBA,9,20,N Esker,50784,In Person,Indiv Studies
TA,064,02,0,1430,1520,TR,9,18,C Carpenter,43285,In Person,Make-up
ECON,001B,99,4,TBA,,TBA,33,35,N Norton,45966,Online Only - TBA Mtg Pat,Prin of Econ
CHE,180,01,1,TBA,,TBA,7,20,L Rosenfeld,41066,In Person,Individual Studies
PHIL,134,81,3,TBA,,TBA,42,42,E Sonnier,47721,Online Only - TBA Mtg Pat,"Computers, Ethics, Society"
MATH,129A,05,3,0900,1015,TR,36,35,O Kovaleva,41341,In Person,Linear Algebra I
EE,298,01,1,TBA,,TBA,0,5,T Le,41394,In Person,Spec Prob
PSYC,120,22,0,1030,1230,W,24,24,J Citron,40979,In Person,Adv Res Meth & Des
GEOG,298,02,4,TBA,,TBA,0,1,K Richardson,40418,In Person,Special Study
CMPE,281,01,3,0900,1145,S,54,80,P Nguyen,42630,In Person,Cloud Technologies
BUS2,090,03,3,1330,1445,MW,52,45,H Eisips,43689,In Person,Bus Statistics
MATH,1001S,03,1,1000,1050,TR,17,28,T Hsu,49056,In Person,MATH 01 Support
NURS,138,01,3,0900,1145,F,31,36,K Abriam-Yago,42504,In Person,Prof Role Dev VI
KIN,285,01,1,TBA,,TBA,2,5,B Shifflett,40379,In Person,Internship Kinesiology
CMPE,295B,07,3,1800,2045,F,2,30,D Harkey,42549,In Person,Master Project II
NUFS,298,15,3,TBA,,TBA,0,10,C LaSalle,40571,In Person,Special Studies
CCS,299,02,3,TBA,,TBA,0,25,E Azcona,48743,In Person,MA Thesis
NUFS,201,01,3,1500,1745,R,9,18,C LaSalle,43928,In Person,Colloq Nutr/Fd/Pkg
CHEM,001A,21,0,1430,1720,W,25,24,S Kalliat,40113,In Person,General Chem
ENGL,001AF,05,3,0900,1015,MW,21,22,A Petty,42845,In Person,FYW: Stretch English I
BUS,220,01,3,1800,2200,T,31,45,D He,48538,In Person,Fin & Mgnrl Accounting
MILS,002A,02,0,1415,1700,W,5,30,M Morales,40258,In Person,Inn Team Ldrshp
CS,100W,03,3,0900,1015,TR,27,25,D Caires,41292,In Person,Writing Workshop
ART,024,02,3,1500,1750,MW,14,24,E Sintamarian,45205,In Person,Drawing I
ATH,048I,01,1,TBA,,TBA,12,20,B Wick,40065,In Person,Cross Country Men
EDSE,105,02,6,TBA,,TBA,6,6,J Totter,44772,In Person,Sup Ind Plan Eval
CS,108,01,3,1800,1915,MW,30,30,J Morgan,49300,In Person,Intro Game Studies
HS,067,02,3,0900,1015,TR,28,25,R Knight,41607,In Person,Intro Health Stat
HIST,181,80,4,TBA,,TBA,18,25,R Chopra,42459,Online Only - TBA Mtg Pat,Slavery Comparative Prspctv
ANI,011,04,3,1800,2050,MW,25,25,L Hill,46711,In Person,Illus Fundamentl I
METR,112,82,3,TBA,,TBA,42,40,J Clark,46655,Online Only - TBA Mtg Pat,Globl Climate Chng
GEOL,124,04,0,1430,1715,T,9,18,C Pietsch,50609,In Person,Sedimentology Stratigraphy
ENGR,100W,42,0,1750,1920,TR,22,22,J Leih,42671,In Person,Engr Reports
SOCI,101,80,3,TBA,,TBA,30,30,M Rokni,43688,Online Only - TBA Mtg Pat,Social Theory
AMS,001A,68,0,1200,1315,TR,28,32,M Moore,47517,In Person,Amer Cultures 1877
MUSC,172,01,3,1330,1445,MW,2,32,L Linden,49347,In Person,Arts in US Society
ART,149,01,3,1200,1450,TR,21,24,Y Escalante,45200,In Person,Casting Multiples&Modular Dsgn
BIOL,284,05,1,TBA,,TBA,0,15,,40631,In Person,MA Directed Reading
MS,298,03,3,TBA,,TBA,0,25,,42063,In Person,Resrch Mar Sci
RECL,198,03,3,1500,1745,M,31,48,A Nguyen,46728,In Person,RT Assess and Doc
BUS4,112,03,3,1500,1745,M,42,45,S Dhar,44888,In Person,Database Mgmt Syst
ENGL,001A,52,3,1330,1445,TR,21,23,T Adry,44926,In Person,First Year Writing
BUS4,091L,02,1,1930,2045,T,36,45,P Kwan,44869,In Person,Comp Tools for Bus
MUSC,160K,02,1,1030,1220,F,2,15,T Hornig,44163,In Person,ENS: Brass Ensemble
CHE,161L,03,0,1330,1615,T,6,12,M McNeil,44150,In Person,UG ChE Engr Lab
ANTH,165,01,3,1030,1145,MW,24,25,M Meniketti,42445,In Person,Historical Archaeology
BOT,180,04,4,TBA,,TBA,0,36,,43943,In Person,Individual Studies
GEOG,100W,02,3,1200,1315,MW,10,25,A Rohatgi,49180,In Person,Writing Workshop
ENVS,194,03,3,0730,0845,M,5,5,C Prado,42589,In Person,Environment Intern
ENGR,180,01,3,TBA,,TBA,0,36,P Hsu,40532,In Person,Indiv Studies
RELS,191,01,3,1500,1745,R,12,40,J Rycenga,48211,In Person,Relig in America
MATH,134,01,3,1030,1145,MW,41,35,S Simic,42652,In Person,Diff Eqn Dynam Sys
PHYS,051,04,4,0900,1015,MW,47,45,F Taiedi,41852,In Person,General Physics
SCWK,130,02,3,1500,1745,T,26,30,Y Maxwell,42980,In Person,Hm Bhvr Soc Envt I
ART,002,04,3,0900,1015,TR,21,24,M Wilson,43139,In Person,Artist in Culture
MATH,019W,68,1,1200,1315,TR,29,35,H Ng,50426,In Person,Precalculus Workshop
KIN,052A,01,1,0930,1020,TR,27,30,D Williams,43038,In Person,Begin Judo
AAS,033A,13,3,1330,1445,TR,40,40,A Berney,44056,In Person,AAS History I
COMM,250R,01,4,1500,1745,W,17,15,M Spangler,47965,In Person,Sem Theory Crt Int
SCWK,141,02,4,TBA,,TBA,14,15,J Blandino,45457,In Person,Field Practicum I
AE,180,10,1,1230,1320,T,15,30,,49911,In Person,Individual Studies
ENGR,119,01,3,1330,1445,TR,6,35,D Mulvaney,49468,In Person,Energy & Environ
ENGL,145,01,4,1200,1315,MW,27,30,A Eastwood,47656,In Person,Shakespeare + Performance
SPAN,001B,04,4,0830,1010,TR,21,30,F de la Calle,45004,In Person,Elem Spanish
ART,012,01,3,0800,1050,MW,19,24,E Friedman,41500,In Person,2-D Des and Color Concept
CE,120,05,1,1330,1615,F,0,15,M Maaz,47611,In Person,Construc Matl Lab
GEOL,299,01,1-4,TBA,,TBA,0,0,,40147,In Person,Masters Thesis
ART,132,01,3,1500,1750,MW,19,24,A Shiverdecker,45202,In Person,Advanced Practices (BP)
PHIL,012,05,3,0930,1215,F,35,40,E Anido,47443,In Person,Phil of the Person
DSID,136,01,3,1800,2050,TR,22,24,J Ammon,42707,In Person,Adv Digital Workshop
BUS2,134C,01,3,1030,1145,MW,48,45,G Vinuales,42987,In Person,SMM
CCS,074,01,3,0900,1015,MW,21,25,M Martinez,48671,In Person,Public Address
NUFS,144,02,3,0900,1145,F,19,30,D Billings,40704,In Person,Food Culture
BUS,220G,01,3,1330,1730,MW,12,40,C Chen,47020,In Person,Tax Bus Invest Dec
EE,098,01,3,1330,1445,MW,58,60,M Zand,41702,In Person,Intro Ckt Analysis
MATH,018A,14,3,1030,1145,TR,35,35,M Chavarria,48624,In Person,College Algebra
AMS,001A,04,6,1330,1445,MW,31,32,S Moultry,47539,In Person,Amer Cultures 1877
MATH,031W,63,1,1330,1445,TR,18,28,L Torres,43693,In Person,Calculus II Workshop
CMPE,146,05,0,1330,1620,T,10,25,W Wu,47726,In Person,RT Embedded CoDes
AMS,180,02,2,TBA,,TBA,0,1,J Ormsbee,44792,In Person,Individual Studies
DANC,154A,01,3,0900,1040,MW,13,30,M Foehringer,42675,In Person,TPCS in Danc III
TECH,146,01,3,1630,1915,T,39,30,T Langston,46516,In Person,3D Printing & App
TECH,180B,02,1,TBA,,TBA,1,20,,50101,In Person,Indiv St Manufactg
HS,104,01,3,1330,1445,MW,75,75,V Gomez,42098,In Person,Com Hlth Promo
MICR,020,16,0,0730,1020,T,17,16,P Hawkins,46606,In Person,Gen Bact
ENVS,111,83,3,TBA,,TBA,8,37,J Oberdorfer,50032,Online Only - TBA Mtg Pat,Geol and Envir
ENGR,122,02,3,1500,1615,MW,14,30,M Jones,50042,In Person,R for Soc Sci
ENGL,131,01,4,1200,1315,MW,24,25,B Kremer,43409,In Person,Writing Poetry
DANC,151,01,2,1200,1320,T,15,30,D Lomuljo,48689,In Person,IntrDancPedagogy
TA,167,01,3,1000,1245,F,10,25,K Kratochvil,48937,In Person,Theatre in Education
GLST,100W,02,3,1200,1315,MW,11,25,A Rohatgi,49548,In Person,Writing Workshop
LING,020,02,3,1200,1315,TR,24,25,J Kitajima,43527,In Person,Nature of Language
CHE,190,02,3,1500,1615,TR,55,55,L Rosenfeld,44040,In Person,Intro to Tran Phen
BUS1,170,11,3,1800,2045,T,47,45,D Abbott,47365,In Person,Fund of Finance
TECH,180B,01,3,TBA,,TBA,0,20,S Obi,40670,In Person,Indiv St Manufactg
JOUR,061,02,3,1030,1145,TR,19,20,J Rodriguez,42530,In Person,Prnt/Mag and Online Wrtg
BME,168,02,0,1330,1615,R,18,20,P Jain,48870,In Person,Med Biol Polymers
MATH,018A,16,3,1630,1745,TR,33,35,P Phan,50631,In Person,College Algebra
CCS,010A,03,3,0900,1015,MW,35,36,J Gamboa,48712,In Person,Mex Am US Hist/Gov
GEOL,103,01,3,1800,2045,M,31,37,G Schwartz,40819,In Person,Earth Systems
DSIT,104,01,3,1200,1450,MW,15,25,D Seah,42883,In Person,Int Arc Sp Plan
ZOOL,114,11,0,1430,1720,T,1,24,B Carter,49605,In Person,Functional Morphology
